ID,Name,Elo
128,Utah Valley,334.47144222080317
129,South Dakota,388.99355389257965
130,Gonzaga,617.420784301377
131,CS Sacramento,448.7276443859218
132,Utah St,434.4446535295261
133,Weber St,371.53693901700296
134,N Colorado,394.57001844356637
135,Black Hills St,392.0
136,E Washington,502.26745035343765
137,TX Southern,463.33747836431917
138,Idaho,436.93302821256583
139,Eastern Oregon,384.8886885114562
140,Texas St,373.32201031144086
141,Seattle,392.42943917835936
142,Arizona St,425.3490055811743
143,Chicago St,308.7484359785172
144,Oregon St,414.78732011731387
145,Rice,341.33715434876234
146,California,422.2721997606598
147,Alcorn St,270.146970259735
148,DePaul,321.83743831630727
149,IL Chicago,332.2878894456809
150,Portland,366.492085155129
151,Concordia OR,384.5552120436303
152,New Mexico,409.53117703678345
153,Idaho St,301.42072268258823
154,Utah,586.2073115379495
155,Ball St,305.10129130866363
156,Pepperdine,453.25385015657235
157,Fresno St,405.23487198137343
158,South Florida,285.0795336782786
159,Flagler,392.0
160,East Carolina,339.86454424020667
161,NC Wesleyan,382.41812606240615
162,IPFW,492.4928191216996
163,Manchester,384.347869329059
164,Connecticut,531.1754287068902
165,Bryant,306.6683317483192
166,Massachusetts,399.6700448863404
167,Siena,426.8189060625564
168,Iona,529.4428988254492
169,Cleveland St,431.62320868027945
170,Bucknell,439.07921964599456
171,Marist,249.75967765041852
172,Princeton,518.4162327102865
173,Rider,388.15267797803176
174,Pittsburgh,492.940641374401
175,Niagara,244.23496702834944
176,Lafayette,310.91436929395536
177,Robert Morris,350.3107382057335
178,Wake Forest,347.0575182127407
179,UNC Asheville,394.47758711795314
180,Virginia,626.0000590540161
181,James Madison,477.6873274784861
182,NC State,456.21402523716347
183,Jackson St,334.45429380924566
184,Miami FL,458.439681264612
185,Howard,331.46586777856976
186,Georgia Tech,446.28493314839346
187,Georgia,496.73143274189607
188,Virginia Tech,436.97198788768753
189,MD E Shore,418.8619402706897
190,C Michigan,487.02239749539916
191,Alma,384.36815339676104
192,Clemson,441.39666132877886
193,Florida A&M,218.2880514694719
194,Boston College,295.6947391598517
195,New Hampshire,451.1297868572775
196,Xavier,588.2002716963979
197,Northern Arizona,302.87767335213186
198,South Alabama,359.6886545390292
199,Carroll MT,377.63649732821716
200,Southern Miss,336.55502796810873
201,Wm Carey,392.0
202,E Michigan,444.90082788710737
203,St Francis IL,392.0
204,Sam Houston St,500.8856187889836
205,Austin Col,392.0
206,MTSU,422.7889187091105
207,Ohio Valley,384.72619287206527
208,Army,409.11260314615095
209,Air Force,367.2543772834093
210,Wichita St,546.2926556806079
211,New Mexico St,488.4405057832423
212,Florida Intl,394.47155638854883
213,Florida Col,392.0
214,Dayton,571.0789963643291
215,Alabama A&M,297.71258484704447
216,VMI,352.15338143133124
217,Citadel,290.5682667183594
218,Mississippi St,370.19165088760354
219,W Carolina,392.57081111430375
220,Florida,454.6971095071452
221,William & Mary,483.0656254570054
222,West Virginia,579.220521451138
223,Monmouth NJ,418.7132603707856
224,VA Commonwealth,508.81559872716554
225,Tennessee,398.33839252737806
226,North Texas,347.5343604570488
227,Ark Monticello,375.91895269780787
228,Quinnipiac,308.80517574983986
229,Yale,545.6059814457053
230,Fairfield,380.8908117841227
231,Central Conn,276.06965318416184
232,Duke,583.248774205785
233,Presbyterian,310.2401404187029
234,Chattanooga,575.3520622213891
235,Hiwassee,344.31124959335574
236,St John's,469.0528221810135
237,NJIT,438.7841932841992
238,Maryland,579.7290618774465
239,Wagner,425.8868462382869
240,Elon,384.86360289960106
241,FL Atlantic,323.9152825784269
242,Kansas,650.2020558804585
243,Santa Barbara,449.3069570201158
244,Iowa St,519.1994695444432
245,Oakland,477.6254434418523
246,Coastal Car,484.09347159530665
247,Trinity Bap,366.8653948714983
248,Buffalo,505.54455618858185
249,S Dakota St,478.56539537227417
250,Temple,527.3977498448488
251,American Univ,401.3418475145065
252,Campbell,316.1267639290269
253,Barber-Scotia,377.22342852578913
254,Richmond,435.4508900626138
255,Radford,426.2747500128258
256,Oklahoma St,433.5400911649375
257,SE Louisiana,317.6731550807468
258,Cincinnati,519.2738589653228
259,St Francis PA,394.0336361494246
260,Houston,470.069705327925
261,Murray St,535.1549804407755
262,BYU,504.8962438705525
263,Long Beach St,404.1496208404192
264,Pacific,319.18501097301987
265,W Illinois,319.6643406468597
266,Indiana St,402.34677911717324
267,IUPUI,350.93650147166437
268,Texas,513.0612345063313
269,N Dakota St,486.86299846922066
270,TCU,416.76342981441877
271,Prairie View,296.6335673982485
272,UT Arlington,396.8906266777878
273,Bradley,239.3469632253672
274,Brown,310.834252200836
275,St Peter's,386.4031724055488
276,Detroit,386.1158388269314
277,Rochester MI,370.0673636754518
278,Longwood,293.5003398042067
279,Averett,384.18417425948473
280,Charleston So,450.66680195638986
281,Mississippi,481.93060285423934
282,Cornell,338.04527460005903
283,George Mason,322.2645988397577
284,G Washington,453.2722450165385
285,Grambling,189.3816196425872
286,Purdue,563.4018457784114
287,Samford,344.16331067922476
288,Syracuse,475.4235477058404
289,Kennesaw,330.20154046030683
290,South Carolina,509.4429548661184
291,North Florida,492.02659177986106
292,UNC Greensboro,343.5171302589321
293,Chowan,384.35944091764367
294,Mercer,420.46668947138215
295,Piedmont,350.64460303872664
296,Rhode Island,465.61626853535074
297,Pace,392.0
298,Penn St,415.3490319862249
299,Morgan St,293.88001182699315
300,Ohio St,481.52809391499017
301,MA Lowell,356.4453215716711
302,E Kentucky,445.3550535278509
303,Savannah St,317.1933021152013
304,Wright St,330.5964058924613
305,Belmont,488.3569139111099
306,Indiana,546.2008161612918
307,MS Valley St,276.5111762900647
308,Stony Brook,549.5545870829707
309,Columbia,463.4636699869204
310,F Dickinson,307.00349027121473
311,St Joseph's PA,373.6962030253076
312,Marshall,402.01779185856765
313,Jacksonville St,352.8358012100801
314,Harvard,453.72882323596946
315,MIT,392.0
316,SC Upstate,459.6439964448679
317,UC Riverside,381.33365356217985
318,UC San Diego,392.0
319,Oral Roberts,398.1010127416949
320,Tulsa,508.39000731242965
321,St Louis,334.7029805273068
322,S Illinois,351.351149606408
323,Kent,459.46017594841635
324,Youngstown St,331.20406215313955
325,Nevada,402.73782564946544
326,Cal Poly SLO,381.13324838666864
327,Providence,530.5533661415416
328,Albany NY,500.1753289416533
329,S Francisco St,383.8200665091621
330,St Bonaventure,430.68405987947375
331,Dartmouth,359.49907134425166
332,Duquesne,389.11679639732523
333,Bluefield WV,392.0
334,ULM,451.08758858778486
335,UAB,439.7762271043249
336,Colorado St,521.076872765399
337,Montana,488.11693061671684
338,Portland St,400.26996419240083
339,USC,361.60216814172895
340,San Diego Chr,346.93781852145514
341,Canisius,363.6235997954874
342,Vermont,463.0762441815264
343,Northern Iowa,555.2259294519603
344,North Dakota,369.39688711102735
345,Ohio,455.52699644469874
346,Appalachian St,380.7483542531392
347,Davidson,514.2221144939975
348,Catholic,392.0
349,FL Gulf Coast,463.17982820105385
350,Nova SE,392.0
351,Georgetown,452.42046701742674
352,St Francis NY,472.00872323709604
353,Old Dominion,503.92347084967696
354,UNC Wilmington,429.11012423912763
355,Florida St,424.31262566259255
356,Manhattan,386.0472689622874
357,Bethune-Cookman,328.04740051523737
358,Trinity FL,384.0
359,LSU,474.0814204703855
360,Gardner Webb,436.0182074359657
361,WI Green Bay,490.1265080905754
362,IL Springfield,392.0
363,Winthrop,499.5086576371054
364,Butler,528.3796163162767
365,Maine,230.8525156830694
366,W Kentucky,443.2150363420718
367,Austin Peay,385.8017894536963
368,Delaware St,403.33218308597856
369,Penn,344.4356693786271
370,La Salle,346.9329184341504
371,Colgate,370.37176641521035
372,Michigan,486.34558363460417
373,Hillsdale,376.6192790640773
374,Evansville,505.30612304558485
375,Earlham,392.0
376,N Illinois,397.62382351959366
377,Aurora,392.0
378,Bowling Green,447.65202834706884
379,Drake,261.8933838848289
380,UCF,357.49157451658334
381,Goucher,376.0738392733938
382,NE Omaha,368.0491537988469
383,Illinois St,468.3779765982306
384,OH Dominican,392.18417425948473
385,Denver,393.809959357801
386,Holy Cross,366.6647755723328
387,San Francisco,394.34902418612313
388,Northeastern,457.6196295517855
389,Boston Univ,379.68674053900594
390,Florida National,384.6924840719902
391,LSU-Alexandria,361.8179603161855
392,Rutgers,269.5645640545976
393,UC Davis,508.6437842834604
394,Holy Names,367.6842394437693
395,Charlotte,372.1209316549422
396,Miami OH,381.0109243648731
397,Nebraska,397.32792422624357
398,W Michigan,443.12087281418434
399,Aquinas,376.54427893787783
400,Arkansas,478.4357356576752
401,Seton Hall,532.0930382337723
402,Toledo,425.9609926258077
403,Wyoming,413.81106253370797
404,Oberlin,384.6960244573239
405,Berea,391.81582574051527
406,Oklahoma,583.5006830196229
407,Vanderbilt,490.3924908692609
408,Trevecca Naz,384.1926466020127
409,Ark Little Rock,373.92806710097915
410,Eureka,369.17212790075445
411,Champion Bap,367.59167737781684
412,Arkansas St,352.9300030765356
413,Nicholls St,348.35431404686506
414,McKendree,392.18417425948473
415,Tulane,341.22358097326236
416,Bap Bible PA,392.18417425948473
417,Bristol,360.4290083683699
418,Presentation,391.81582574051527
419,Cal Lutheran,392.18417425948473
420,Adams St,384.9182708653777
421,Delaware,284.96355011259016
422,Webber,367.3092696321376
423,Young Harris,391.81582574051527
424,MN Crookston,384.0087538555585
425,IU Kokomo,391.81582574051527
426,Franklin Pierce,384.37258249791023
427,Lyon,376.0083816447785
428,Erskine,392.18417425948473
429,Newbury,391.81582574051527
430,Warner,391.81582574051527
431,Tiffin,383.86731191276965
432,FDU Madison,392.18417425948473
433,Cincinnati Chr,383.5988186023195
434,Indiana NW,391.64030610543466
435,Malone,384.2018834919032
436,Mayville St,391.81582574051527
437,NW Oklahoma St,392.35969389456534
438,Memphis,453.93204468460686
439,Corban,392.18417425948473
440,Thomas ME,391.81582574051527
441,Columbia Intl,376.35235738011596
442,Hannibal-Lagr,391.63184660323896
443,New Orleans,305.4358743580359
444,Pensacola Chr,392.0
445,Western St CO,384.5522368421575
446,Willamette,384.43057874721
447,WV Tech,392.35969389456534
448,Kentucky Chr,384.21616165618514
449,College of Faith,391.81582574051527
450,Johnson TN,384.19243421014636
451,UVA-Wise,384.1146836621164
452,Avila,384.3758151324387
453,IN S Bend,391.99152295793954
454,Missouri S&T,392.0
455,Notre Dame CA,392.1799356867292
456,Simpson CA,392.00847704206046
457,S Vermont,392.0
458,Hawaii Hilo,392.175701503588
459,Colorado Chr,383.9875744351809
460,Walla Walla,376.8346903876388
461,S Virginia,392.36805595619364
462,Toccoa Falls,350.7393275746264
463,Hartwick,391.64030610543466
464,Long Island,364.77955789098803
465,J&W NC,368.6283158198786
466,Fisk,376.059456820712
467,Brescia,369.2775298299997
468,Bluefield VA,383.77585373922386
469,Pacific Union,362.15396669113886
470,Bob Jones,376.37667804734366
471,Palm Beach Atl,391.81592328317976
472,Eckerd,384.4462924777528
473,VA-Lynchburg,384.16925592253057
474,Old Westbury,391.63184660323896
475,Keystone,391.63184660323896
476,FL Memorial,392.3638241133692
477,Jarvis Chr,375.79686711740374
478,Transylvania,391.81178673637964
479,Southern N.O.,384.18388825063766
480,Oakwood,374.9140524751093
481,Ohio Mid-Western,391.82843762800087
482,Cin Clermont,384.2332840107836
483,The Master's,391.64030610543466
484,Trinity Chr,391.8325769446556
485,TX A&M K'ville,392.36815339676104
486,Johnson FL,392.0
487,Thomas Aquinas,385.0623672269773
488,Miles,383.54014993782687
489,Hood,391.6275197770587
490,St Katherine,344.32823544573785
491,Merchant Marine,391.80754847602014
492,Catawba,377.016153538308
493,Newman,392.36392150582805
494,Nichols,392.3680560090258
495,Chadron St,391.8326743495852
496,Clayton St,392.54762387021987
497,Chaminade,351.4882165468084
498,Dillard,359.0015319475945
499,Texas A&M Intl,392.53066311901205
500,St Xavier IL,391.46509579052355
501,Peace,392.34720823886187
502,Mt Ida,392.2000515482963
503,AK Anchorage,392.00028963563034
504,PSU-Harrisburg,391.5012968360823
505,Wayne St NE,383.1801095836157
506,Emerson,384.7526074609022
507,Dallas Chr,391.81996901206236
508,Greenville,391.6446157774282
509,Wm Jewell,391.62470078088717
510,Univ of Southwest,392.1678046926017
511,Warren Wilson,368.86209047868937
512,Brevard,391.8362384379047
513,Concordia SP,391.6434573017824
514,Missouri Val,391.81188870414513
515,Olivet Naz,391.84047857236396
516,Gwynedd-Mercy,391.9960597734522
517,Langston,383.5224346489484
518,Howard Payne,356.42193205644645
519,PSU Mont Alto,391.50154505857324
520,Fort Valley St,376.2348365203409
521,J&W RI,391.4690842793302
522,Ave Maria,368.55184092970063
523,Goldey Beacom,391.30208846128403
524,Pac Lutheran,391.8244885379377
525,MN Duluth,392.57928572665685
526,Marygrove,377.42066016202733
527,MT Western,391.2860434991139
528,Spring Hill,367.05063457955663
529,St Andrew's,360.98383755102174
530,Mid-Atlantic Chr,391.6765992770049
531,Bethel TN,391.8557908496352
532,TX Lutheran,392.35170922707425
533,Schreiner,376.00979035973495
534,CSU East Bay,384.30745673181474
535,S Dakota Tech,391.3303077483334
536,Florida Tech,374.1217948608412
537,St Edward's,376.0160515750047
538,Univ Sciences,407.68895660709364
539,Mid Georgia,391.4995191492411
540,Crowley's Ridge,376.29690252950667
541,Wheelock,384.4146621110318
542,Loyola NO,391.31404639439364
543,Menlo,376.8199759430509
544,MT-Great Falls,391.82875228941884
545,Thomas GA,376.27567467291533
546,Vanguard,383.1643367437658
547,Belhaven MS,391.79296956328295
548,Selma AL,391.3051716751732
549,Ouachita,386.27272845817663
550,Thiel,384.0098381444163
551,Regis CO,392.98840335603035
552,Urbana,384.34533438891617
553,Central Penn,363.6195218026332
554,Limestone,391.64066019225606
555,Caldwell,406.78161420909345
556,Montreat And,368.7363693214257
557,Morrisville St,390.98872083744317
558,Mars Hill,367.3503328953305
559,Trinity IL,392.9892908165338
560,SE Oklahoma,408.4202789804405
561,Iowa Wesleyan,391.79939267874437
562,NW Nazarene,384.41056715073097
563,MI Dearborn,392.3126426373785
564,Tusculum,376.7699914195434
565,N New Mexico,383.3980225115846
566,Arlington Bap,391.99156332371865
567,Arkansas-FS,393.5403072909721
568,Mt St Vincent,391.3478749681595
569,Centenary,392.013238323236
570,Mitchell,392.01684395341636
571,Mt Vernon Naz,391.8274018482181
572,Northwest WA,391.8377897321316
573,Central Bap,383.8711537585115
574,Susquehanna,392.69796384910967
575,King TN,391.46981811578695
576,Truman St,391.46465233451795
577,Milligan,368.64574042116186
578,Ferrum,377.5158033803363
579,Oakland City,366.38608707268884
580,CS Dom. Hills,391.55309352144576
581,St Thomas TX,391.3072833833409
582,Stillman,392.54106349683434
583,Washington MD,392.33874205954595
584,Dickinson St ND,391.4809866523101
585,Case Western,391.67981919514096
586,Wilberforce,392.15610182103234
587,Concordia MI,386.3868171105932
588,Truett-McConnell,377.38124923764633
589,Bluffton,392.296668424576
590,Arkansas Tech,385.51705627568293
591,PSU-Beaver,391.10217794532247
592,St Joseph's IN,390.6741426717455
593,Coker,385.4733693305163
594,Goshen,393.4620394933893
595,Ferris St,408.6749155402011
596,Simpson IA,390.9094719642105
597,Lewis-Clark ID,392.6408316922409
598,Lewis & Clark,392.81167351041074
599,Haskell,391.49983294352234
600,Coast Guard,392.93155259775216
601,Northland,385.2497278167099
602,R Morris Spfd,391.361619473312
603,Northwest Chr,391.14818933114213
604,Judson IL,383.06147238694564
605,Midwest TX St,392.91413855303284
606,S Arkansas,392.5834761914508
607,Alice Lloyd,392.23648761380235
608,Capital,391.2006349175461
609,Wentworth Tech,391.3576897286228
610,Quincy,384.48979619113686
611,Ecclesia,376.7048611516385
612,St Catharine,391.3719383408409
613,Concordia AL,406.5383066962458
614,Anderson IN,391.70874593879165
615,Cameron,391.8351171081704
616,Hampden-Sydney,392.01211363405037
617,La Verne,381.35477122273727
618,Cal Maritime,392.8900570152257
619,Fresno Pacific,367.77962127431437
620,North Alabama,392.42369300785515
621,Rhodes,391.31912958684535
622,Cheyney St,391.5061692349829
623,St Rose,392.8735914273493
624,Allen,343.41291630318943
625,NM Highlands,391.81289052831846
626,Daniel Webster,377.38203114353274
627,Alfred St,391.8375560467327
628,Lyndon St,392.04554067054266
629,MT Tech,391.699077108782
630,St Joseph's NY,392.16102675683123
631,Albion,383.1958358496789
632,Rowan,384.57512159546087
633,Tabor,392.05793499220977
634,Baker KS,392.7054571057819
635,Paine,381.455874626764
636,Fisher,392.74363416174754
637,Texas Col,394.0018077016055
638,ME Ft Kent,392.7405836473892
639,Sarah Lawrence,392.90596146881484
640,Jackson State,405.34659513071006
641,Missouri State,377.13433957572653
642,Pennsylvania,366.80953312075656
643,Oregon Tech,392.25711983541015
644,Massachusetts-Lowell,351.7878449084309
645,Northern Illinois,440.68452356978094
646,Cal State Northridge,344.85969333228087
647,Saint Francis (PA),361.4589267156312
648,Oklahoma State,367.9274847095916
649,Tennessee-Martin,430.29373831738883
650,Saint Joseph's,533.5608622575975
651,Saint Mary's (CA),537.7487995468969
652,San Francisco State,392.0
653,San Diego State,516.0528130602502
654,Illinois State,442.4811148064437
655,Saint Peter's,386.75186362361086
656,American,373.3080515172445
657,North Carolina A&T,312.46327492916464
658,Rutgers-Newark,390.4564311785614
659,Jarvis Christian,372.70355697251966
660,Mississippi State,404.0399045470125
661,Eastern Washington,403.0062178808593
662,Boise State,453.42168503584384
663,Murray State,415.1511257398233
664,Morehead State,449.9887169379729
665,Cincinnati Christian,392.0
666,Northern Michigan,392.27447612473844
667,Michigan State,571.1845515595179
668,Florida Atlantic,307.274369933117
669,Northwestern State,327.3509616712699
670,Missouri-Kansas City,355.49720398049493
671,North Carolina State,417.415147701646
672,New Mexico State,485.9626778278074
673,Houston Baptist,406.1628140494914
674,Minnesota-Morris,389.87362851840913
675,North Carolina-Wilmington,522.6452371555015
676,UC-Santa Barbara,449.2684315102365
677,Nebraska-Omaha,433.0887309836013
678,Lyndon State,392.8500812252202
679,Texas Southern,422.5520411763942
680,Nevada-Las Vegas,426.1278535597771
681,Cal Poly,341.04240467726095
682,Morgan State,321.0841183333629
683,Fairleigh Dickinson,421.5420548379663
684,Maryland-Baltimore County,288.94115459996897
685,Virginia Commonwealth,504.9159189818369
686,Monmouth,514.0159678942101
687,Wright State,469.5895020302647
688,Bristol University,384.7808742114122
689,Miami (OH),376.88890364191366
690,Western Illinois,357.7388125252228
691,Washington State,341.5135782568578
692,Utah State,410.23419034004763
693,Weber State,503.54779597429166
694,Wichita State,513.0716391530249
695,Charleston Southern,321.0621892637086
696,Northern Kentucky,331.2407403223352
697,South Dakota State,515.5839120636917
698,Chadron State,392.0
699,Southern California,473.8879669162149
700,Southern Illinois-Edwardsville,303.7693246630029
701,Arkansas State,337.7510281462565
702,Southern Illinois,458.53393687775804
703,Savannah State,396.01554522377336
704,Florida National University,392.0
705,Arkansas-Pine Bluff,287.61481092517863
706,Auburn Montgomery,374.4964008967843
707,South Carolina Upstate,332.09274359847274
708,North Carolina-Asheville,465.6923457993135
709,Texas Christian,365.07912692179815
710,Southeastern Louisiana,348.45586346094285
711,Texas A&M-Corpus Christi,509.3050713053113
712,Our Lady of the Lake,384.32121582828523
713,St. John's (NY),320.0849522345488
714,St. Bonaventure,499.8459918023474
715,Green Bay,482.2848689772555
716,Kean,383.8865381238917
717,Coastal Carolina,445.25160021120683
718,College of Charleston,415.2635006564877
719,South Carolina State,423.6202095771554
720,Southeast Missouri State,284.7491998331
721,Chicago State,257.36334576002304
722,Illinois Tech,392.0
723,North Carolina Central,348.05617789055685
724,Western Carolina,419.3273849172042
725,Eastern Kentucky,386.0369527372613
726,Coppin State,317.92899639696725
727,Eastern Michigan,432.0154608249549
728,Florida International,353.95193126188514
729,Trinity Baptist,367.77189190353005
730,Johnson University,388.6645359535697
731,Milwaukee,441.22800084671934
732,Delaware State,296.81202878673906
733,Simpson,382.7615840746028
734,Seton Hill,391.32714443676605
735,Central Michigan,428.1888874209304
736,Jacksonville State,311.79628080298914
737,Alabama-Birmingham,511.9544645493354
738,Stephen F. Austin,544.1247373299785
739,Trinity (FL),390.4054833619616
740,Kennesaw State,360.10985931282465
741,Abilene Christian,366.2445970812506
742,University of the Southwest,392.0
743,Sacramento State,376.3947366801935
744,Arizona State,412.57309666888017
745,Southern,440.99200571230415
746,North Dakota State,440.0973532148959
747,UC-Davis,354.3078925967699
748,UC-Irvine,495.71323371013824
749,UC-San Diego,392.0
750,Central Connecticut State,266.69754073726364
751,Montreat,372.64074749950674
752,University of California,513.6954644029151
753,Ball State,426.9887121135103
754,Brigham Young,490.44763119733017
755,Boston University,423.42465180090636
756,Pittsburgh-Bradford,394.16213108487227
757,Shenandoah,392.8471976264583
758,Covenant,389.736432959423
759,Randolph,390.5944834068047
760,Louisiana-Lafayette,421.35230208489435
761,Louisiana College,374.3716713104908
762,Louisiana State,461.6015171272661
763,McNeese State,328.83149808086466
764,Louisiana-Monroe,460.0076857472649
765,McMurry,392.0
766,Kansas State,424.45697402807747
767,Maryland-Eastern Shore,328.15025258333856
768,Iowa State,485.6537190248619
769,Northern Colorado,335.4528430419965
770,Austin College,392.0911887075534
771,Albany (NY),482.8657668374048
772,Mount St. Mary's,364.9902593488066
773,Miami (FL),537.2846960677266
774,Texas-Rio Grande Valley,318.1631543052564
775,Tennessee State,445.1992275946552
776,Loyola (MD),328.1493525494995
777,Millsaps,394.19413910846686
778,Loyola (IL),392.87468320365855
779,Texas-San Antonio,268.4058299903727
780,Loyola Marymount,389.81452104168466
781,Cal State Fullerton,335.0176838183948
782,Georgia State,398.51194123120797
783,Middle Georgia State,383.74241396792763
784,Georgia Southern,384.9787045985756
785,Massachusetts Institute of Technology,394.1287953482649
786,Portland State,373.1898982761196
787,Fresno State,516.3485157164796
788,George Washington,480.38852999137015
789,Illinois-Chicago,293.17222221362897
790,Texas Lutheran,385.378058322544
791,Eastern Illinois,378.02020031077143
792,Gardner-Webb,406.0967446626239
793,Indiana State,397.3954245432383
794,Montana State,381.44800218358216
795,Idaho State,401.70520637875575
796,Great Falls,361.11371629675773
797,Oregon State,468.8953501673317
798,Northwest Christian,392.0
799,Penn State,420.0307052149691
800,Virginia Military Institute,327.1378052276707
801,Norfolk State,406.8903890913725
802,San Jose State,329.7742896856412
803,Mississippi Valley State,285.9414956868225
804,North Carolina-Greensboro,390.4648955705059
805,Hawaii-Hilo,385.6249124671225
806,Florida Gulf Coast,442.4357808606899
807,Colorado State,417.3635822640472
808,Alabama State,373.11739580010186
809,Central Arkansas,314.10239108372417
810,Western Kentucky,423.5119349418613
811,Campbellsville,392.0
812,Merchant Marine Academy,393.5220691919557
813,Southern Methodist,526.8300433402046
814,Sam Houston State,422.40145227612834
815,Texas-El Paso,421.91748332068425
816,Loyola (LA),367.98567905686656
817,West Virginia Tech,393.10688451808767
818,Texas-Arlington,465.17882552196113
819,Cal State Bakersfield,498.89906896038025
820,San Diego Christian,361.327173093804
821,UC-Riverside,363.35470465798136
822,William Jessup,392.0
823,Central Florida,360.1630674540886
824,Western Michigan,374.2455297078173
825,Arkansas-Little Rock,537.0271083179364
826,Central Baptist,384.1071172388595
827,Cleveland State,329.3412054433901
828,Appalachian State,330.3123961594096
829,St. Francis (NY),387.7091451824201
830,Bowling Green State,394.57119842030863
831,Long Beach State,463.6217718532545
832,Brigham Young-Hawaii,392.0
833,Mid-Atlantic Christian,379.31117479991514
834,Southern Mississippi,320.66113331112683
835,Kent State,440.25774070619593
836,Youngstown State,347.57073499883614
837,East Tennessee State,485.0247387291874
838,Baptist Bible (PA),380.29069560512016
839,Saint Louis,354.49614463612073
840,Ohio State,474.66248620063607
841,Hannibal-LaGrange,373.6581173442376
842,George Fox,391.81582574051527
843,Florida State,454.35230594927435
